"3891: (rdflib.term.URIRef('http://dbpedia.org/property/label'), rdflib.term.URIRef('http://purl.org/dc/terms/subject'))=http://dbpedia.org/resource/Category:EMI";"0.103"
"7785: (rdflib.term.URIRef('http://dbpedia.org/property/genre'), rdflib.term.URIRef('http://dbpedia.org/ontology/instrument'))";"0.103"
"8284: http://dbpedia.org/property/mc<=61";"-0.103"
"independent";"0.102"
"5736: (rdflib.term.URIRef('http://dbpedia.org/ontology/recordLabel'), rdflib.term.URIRef('http://dbpedia.org/property/genre'))=http://dbpedia.org/resource/Indie_rock";"0.102"
"6277: (rdflib.term.URIRef('http://dbpedia.org/property/genre'), rdflib.term.URIRef('http://dbpedia.org/property/bgcolor'))=crimson";"-0.102"
"8011: (rdflib.term.URIRef('http://dbpedia.org/property/label'), rdflib.term.URIRef('http://dbpedia.org/property/founder'))";"-0.102"
"2384: (rdflib.term.URIRef('http://dbpedia.org/property/genre'), rdflib.term.URIRef('http://purl.org/dc/terms/subject'))=http://dbpedia.org/resource/Category:Counterculture_of_the_1960s";"-0.101"
"4934: (rdflib.term.URIRef('http://dbpedia.org/property/artist'), rdflib.term.URIRef('http://dbpedia.org/property/pastMembers'))";"-0.101"
"6744: (rdflib.term.URIRef('http://dbpedia.org/ontology/recordLabel'), rdflib.term.URIRef('http://dbpedia.org/property/imageBg'))";"0.101"
"8316: http://dbpedia.org/property/mc<=93";"0.101"
"8317: http://dbpedia.org/property/mc<=94";"0.101"
"8318: http://dbpedia.org/property/mc<=95";"0.101"
"8319: http://dbpedia.org/property/mc<=96";"0.101"
"8320: http://dbpedia.org/property/mc<=97";"0.101"
"8321: http://dbpedia.org/property/mc<=98";"0.101"
"8322: http://dbpedia.org/property/mc<=99";"0.101"
"8323: http://dbpedia.org/property/mc<=100";"0.101"
"12500: (rdflib.term.URIRef('http://dbpedia.org/property/producer'), rdflib.term.URIRef('http://purl.org/dc/terms/subject'))=http://dbpedia.org/resource/Category:American_male_singers";"0.101"
"5263: (rdflib.term.URIRef('http://dbpedia.org/property/artist'), rdflib.term.URIRef('http://dbpedia.org/property/yearsActive'))<=1977";"0.100"
"5302: (rdflib.term.URIRef('http://dbpedia.org/ontology/genre'), rdflib.term.URIRef('http://dbpedia.org/property/otherTopics'))=http://dbpedia.org/resource/Timeline_of_alternative_rock";"-0.100"
"7501: (rdflib.term.URIRef('http://dbpedia.org/ontology/subsequentWork'), rdflib.term.URIRef('http://dbpedia.org/property/rev'))=http://dbpedia.org/resource/Robert_Christgau";"0.100"
"8312: http://dbpedia.org/property/mc<=89";"0.100"
"9166: (rdflib.term.URIRef('http://dbpedia.org/property/artist'), rdflib.term.URIRef('http://dbpedia.org/ontology/background'))=solo_singer";"-0.100"
"9748: (rdflib.term.URIRef('http://dbpedia.org/property/artist'), rdflib.term.URIRef('http://dbpedia.org/property/background'))=solo_singer";"-0.100"
"3888: (rdflib.term.URIRef('http://dbpedia.org/property/label'), rdflib.term.URIRef('http://purl.org/dc/terms/subject'))=http://dbpedia.org/resource/Category:Pop_record_labels";"-0.099"
"5635: (rdflib.term.URIRef('http://dbpedia.org/ontology/subsequentWork'), rdflib.term.URIRef('http://dbpedia.org/ontology/genre'))=http://dbpedia.org/resource/Alternative_rock";"0.099"
"7466: (rdflib.term.URIRef('http://dbpedia.org/property/artist'), rdflib.term.URIRef('http://dbpedia.org/property/genre'))";"-0.099"
"8313: http://dbpedia.org/property/mc<=90";"0.099"
"8314: http://dbpedia.org/property/mc<=91";"0.099"
